0.000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000
0.023|0.0067|0.0067|0.0067|0.0067|0.0067|0.0067|0.0067|0.0067|0.0054|0.0054|0.0042|0.0042|0.0046|0.0046|0.0050|0.0050|0.0055|0.0055|0.0043|0.0043|0.0022|0.0022|0.0030|0.0030|0.0023|0.0023|0.0018|0.0018|0.0013|0.0013|0.0011|0.0011|0.0013|0.0013|0.0020|0.0020|0.0013|0.0013|0.0009|0.0009|0.0006|0.0006|0.0005|0.0005|0.0005|0.0005|0.0004|0.0004|0.0004|0.0004|0.0004|0.0004|0.0003|0.0003|0.0003|0.0003|0.0003|0.0003|0.0002|0.0002
0.046|0.5287|0.5287|0.4020|0.4020|0.2754|0.2754|0.2754|0.2754|0.2799|0.2799|0.2844|0.2844|0.1691|0.1691|0.0538|0.0538|0.1139|0.1139|0.1015|0.1015|0.0483|0.0483|0.0429|0.0429|0.0365|0.0365|0.0196|0.0196|0.0187|0.0187|0.0234|0.0234|0.0210|0.0210|0.0150|0.0150|0.0116|0.0116|0.0102|0.0102|0.0056|0.0056|0.0053|0.0053|0.0054|0.0054|0.0036|0.0036|0.0028|0.0028|0.0032|0.0032|0.0026|0.0026|0.0020|0.0020|0.0015|0.0015|0.0007|0.0007
0.070|0.3991|0.3991|0.2921|0.2921|0.1850|0.1850|0.1850|0.1850|0.3047|0.3047|0.4243|0.4243|0.3052|0.3052|0.1860|0.1860|0.1426|0.1426|0.0936|0.0936|0.0360|0.0360|0.0209|0.0209|0.0353|0.0353|0.0232|0.0232|0.0298|0.0298|0.0240|0.0240|0.0217|0.0217|0.0216|0.0216|0.0128|0.0128|0.0114|0.0114|0.0067|0.0067|0.0048|0.0048|0.0041|0.0041|0.0035|0.0035|0.0030|0.0030|0.0032|0.0032|0.0023|0.0023|0.0025|0.0025|0.0021|0.0021|0.0009|0.0009
0.093|0.3303|0.3303|0.3745|0.3745|0.4187|0.4187|0.4187|0.4187|0.3735|0.3735|0.3282|0.3282|0.1828|0.1828|0.0374|0.0374|0.0552|0.0552|0.0655|0.0655|0.0705|0.0705|0.0425|0.0425|0.0259|0.0259|0.0130|0.0130|0.0247|0.0247|0.0199|0.0199|0.0140|0.0140|0.0137|0.0137|0.0135|0.0135|0.0117|0.0117|0.0096|0.0096|0.0068|0.0068|0.0064|0.0064|0.0055|0.0055|0.0049|0.0049|0.0051|0.0051|0.0040|0.0040|0.0041|0.0041|0.0042|0.0042|0.0010|0.0010
0.116|1.0280|1.0280|0.6348|0.6348|0.2416|0.2416|0.2416|0.2416|0.2201|0.2201|0.1986|0.1986|0.2044|0.2044|0.2101|0.2101|0.1387|0.1387|0.0723|0.0723|0.0435|0.0435|0.0432|0.0432|0.0469|0.0469|0.0203|0.0203|0.0206|0.0206|0.0168|0.0168|0.0147|0.0147|0.0122|0.0122|0.0130|0.0130|0.0078|0.0078|0.0084|0.0084|0.0076|0.0076|0.0054|0.0054|0.0041|0.0041|0.0038|0.0038|0.0038|0.0038|0.0029|0.0029|0.0032|0.0032|0.0026|0.0026|0.0009|0.0009
0.139|0.9637|0.9637|0.5324|0.5324|0.1011|0.1011|0.1011|0.1011|0.1021|0.1021|0.1032|0.1032|0.1146|0.1146|0.1261|0.1261|0.1140|0.1140|0.1015|0.1015|0.0690|0.0690|0.0474|0.0474|0.0357|0.0357|0.0204|0.0204|0.0101|0.0101|0.0186|0.0186|0.0178|0.0178|0.0221|0.0221|0.0104|0.0104|0.0085|0.0085|0.0062|0.0062|0.0056|0.0056|0.0041|0.0041|0.0041|0.0041|0.0033|0.0033|0.0026|0.0026|0.0027|0.0027|0.0024|0.0024|0.0017|0.0017|0.0004|0.0004
0.163|0.1642|0.1642|0.3219|0.3219|0.4797|0.4797|0.4797|0.4797|0.3781|0.3781|0.2765|0.2765|0.2460|0.2460|0.2155|0.2155|0.1862|0.1862|0.1176|0.1176|0.0892|0.0892|0.0619|0.0619|0.0315|0.0315|0.0346|0.0346|0.0417|0.0417|0.0228|0.0228|0.0200|0.0200|0.0634|0.0634|0.0384|0.0384|0.0154|0.0154|0.0148|0.0148|0.0108|0.0108|0.0074|0.0074|0.0057|0.0057|0.0055|0.0055|0.0045|0.0045|0.0044|0.0044|0.0039|0.0039|0.0034|0.0034|0.0013|0.0013
0.186|1.2571|1.2571|0.7876|0.7876|0.3181|0.3181|0.3181|0.3181|0.2800|0.2800|0.2419|0.2419|0.1499|0.1499|0.0579|0.0579|0.1017|0.1017|0.0937|0.0937|0.0435|0.0435|0.0117|0.0117|0.0347|0.0347|0.0281|0.0281|0.0221|0.0221|0.0140|0.0140|0.0164|0.0164|0.0535|0.0535|0.0356|0.0356|0.0148|0.0148|0.0119|0.0119|0.0073|0.0073|0.0061|0.0061|0.0051|0.0051|0.0038|0.0038|0.0040|0.0040|0.0029|0.0029|0.0031|0.0031|0.0018|0.0018|0.0008|0.0008
0.209|2.1980|2.1980|3.0987|3.0987|3.9994|3.9994|3.9994|3.9994|5.0749|5.0749|6.1504|6.1504|7.6523|7.6523|9.1542|9.1542|10.5523|10.5523|13.4210|13.4210|14.4629|14.4629|11.4068|11.4068|6.7505|6.7505|2.6857|2.6857|4.4318|4.4318|3.8444|3.8444|3.1403|3.1403|5.8124|5.8124|2.3489|2.3489|4.0479|4.0479|2.7864|2.7864|1.5754|1.5754|0.7224|0.7224|0.9068|0.9068|0.8192|0.8192|0.4323|0.4323|0.3269|0.3269|0.3446|0.3446|0.1608|0.1608|0.0767|0.0767
0.232|2.7598|2.7598|4.7804|4.7804|6.8009|6.8009|6.8009|6.8009|10.6743|10.6743|14.5476|14.5476|28.8672|28.8672|43.1867|43.1867|31.2144|31.2144|13.8154|13.8154|9.4651|9.4651|10.3160|10.3160|4.4606|4.4606|2.0910|2.0910|3.5432|3.5432|2.7822|2.7822|2.6743|2.6743|4.2245|4.2245|3.4438|3.4438|2.7700|2.7700|2.2312|2.2312|1.4947|1.4947|1.2889|1.2889|1.3673|1.3673|1.0838|1.0838|0.7720|0.7720|0.6666|0.6666|0.4285|0.4285|0.2535|0.2535|0.0774|0.0774
0.255|0.1680|0.1680|2.7988|2.7988|5.4296|5.4296|5.4296|5.4296|3.3237|3.3237|1.2178|1.2178|8.0124|8.0124|14.8070|14.8070|11.4484|11.4484|7.5249|7.5249|3.6611|3.6611|1.4386|1.4386|1.7192|1.7192|1.0448|1.0448|1.2229|1.2229|0.8507|0.8507|1.0529|1.0529|1.3371|1.3371|1.5236|1.5236|0.9551|0.9551|0.7918|0.7918|0.9301|0.9301|0.5887|0.5887|0.4045|0.4045|0.4448|0.4448|0.4113|0.4113|0.3188|0.3188|0.2459|0.2459|0.1056|0.1056|0.0125|0.0125
0.279|0.6957|0.6957|2.6382|2.6382|4.5807|4.5807|4.5807|4.5807|3.3274|3.3274|2.0742|2.0742|4.3378|4.3378|6.6015|6.6015|5.1222|5.1222|2.9186|2.9186|1.8181|1.8181|1.6320|1.6320|0.8449|0.8449|0.5801|0.5801|0.3629|0.3629|0.2549|0.2549|0.3610|0.3610|0.6714|0.6714|0.4210|0.4210|0.3844|0.3844|0.3692|0.3692|0.3084|0.3084|0.2767|0.2767|0.2499|0.2499|0.1741|0.1741|0.1484|0.1484|0.1338|0.1338|0.0883|0.0883|0.0236|0.0236|0.0119|0.0119
0.302|0.0166|0.0166|1.2406|1.2406|2.4646|2.4646|2.4646|2.4646|1.5535|1.5535|0.6423|0.6423|0.7151|0.7151|0.7878|0.7878|0.7727|0.7727|0.5481|0.5481|0.7006|0.7006|0.4210|0.4210|0.3911|0.3911|0.3479|0.3479|0.2768|0.2768|0.1417|0.1417|0.1607|0.1607|0.2627|0.2627|0.2075|0.2075|0.1180|0.1180|0.1175|0.1175|0.1120|0.1120|0.1011|0.1011|0.0776|0.0776|0.0705|0.0705|0.0518|0.0518|0.0371|0.0371|0.0278|0.0278|0.0167|0.0167|0.0026|0.0026
0.325|0.0819|0.0819|0.7927|0.7927|1.5035|1.5035|1.5035|1.5035|4.6932|4.6932|7.8830|7.8830|20.2166|20.2166|32.5502|32.5502|33.6884|33.6884|24.5972|24.5972|7.9471|7.9471|12.6451|12.6451|9.3141|9.3141|2.9454|2.9454|5.1319|5.1319|4.7407|4.7407|5.3402|5.3402|9.0756|9.0756|7.2393|7.2393|4.5303|4.5303|4.0434|4.0434|2.5764|2.5764|2.0208|2.0208|1.7000|1.7000|1.1099|1.1099|0.9428|0.9428|0.6600|0.6600|0.4358|0.4358|0.3384|0.3384|0.0504|0.0504
0.348|0.9243|0.9243|4.1142|4.1142|7.3041|7.3041|7.3041|7.3041|5.8150|5.8150|4.3259|4.3259|10.7520|10.7520|17.1780|17.1780|13.1297|13.1297|6.7625|6.7625|3.1240|3.1240|1.9746|1.9746|1.4183|1.4183|1.7687|1.7687|1.7199|1.7199|1.2869|1.2869|1.9641|1.9641|3.7680|3.7680|2.1902|2.1902|2.9443|2.9443|1.7433|1.7433|1.7045|1.7045|1.0350|1.0350|1.0596|1.0596|0.8030|0.8030|0.5983|0.5983|0.5561|0.5561|0.3708|0.3708|0.2082|0.2082|0.0305|0.0305
0.372|1.6103|1.6103|2.8694|2.8694|4.1284|4.1284|4.1284|4.1284|2.9518|2.9518|1.7752|1.7752|5.9184|5.9184|10.0615|10.0615|6.5177|6.5177|3.0428|3.0428|2.4131|2.4131|1.5323|1.5323|1.3287|1.3287|0.8100|0.8100|0.9726|0.9726|0.6440|0.6440|0.7511|0.7511|1.3897|1.3897|0.8754|0.8754|0.6683|0.6683|0.6534|0.6534|0.4915|0.4915|0.3332|0.3332|0.2464|0.2464|0.2824|0.2824|0.2519|0.2519|0.1957|0.1957|0.1267|0.1267|0.0492|0.0492|0.0207|0.0207
0.395|3.2115|3.2115|2.4331|2.4331|1.6546|1.6546|1.6546|1.6546|1.4248|1.4248|1.1951|1.1951|1.4000|1.4000|1.6049|1.6049|1.4720|1.4720|0.6962|0.6962|0.5525|0.5525|0.3650|0.3650|0.3518|0.3518|0.1645|0.1645|0.2223|0.2223|0.2354|0.2354|0.2292|0.2292|0.3466|0.3466|0.3633|0.3633|0.3439|0.3439|0.2149|0.2149|0.1863|0.1863|0.1134|0.1134|0.1054|0.1054|0.0955|0.0955|0.0798|0.0798|0.0641|0.0641|0.0444|0.0444|0.0125|0.0125|0.0057|0.0057
0.418|0.7885|0.7885|1.3923|1.3923|1.9962|1.9962|1.9962|1.9962|1.0932|1.0932|0.1901|0.1901|0.4423|0.4423|0.6946|0.6946|0.5373|0.5373|0.2150|0.2150|0.0907|0.0907|0.4025|0.4025|0.5097|0.5097|0.1635|0.1635|0.1139|0.1139|0.1231|0.1231|0.1704|0.1704|0.2188|0.2188|0.1481|0.1481|0.1259|0.1259|0.1137|0.1137|0.0904|0.0904|0.0575|0.0575|0.0567|0.0567|0.0434|0.0434|0.0257|0.0257|0.0201|0.0201|0.0127|0.0127|0.0077|0.0077|0.0062|0.0062
0.441|0.1982|0.1982|0.5262|0.5262|0.8542|0.8542|0.8542|0.8542|0.5172|0.5172|0.1803|0.1803|0.3736|0.3736|0.5669|0.5669|0.3671|0.3671|0.1454|0.1454|0.2323|0.2323|0.2927|0.2927|0.1588|0.1588|0.1159|0.1159|0.1006|0.1006|0.0740|0.0740|0.0763|0.0763|0.1165|0.1165|0.1250|0.1250|0.1058|0.1058|0.0715|0.0715|0.0669|0.0669|0.0529|0.0529|0.0377|0.0377|0.0274|0.0274|0.0156|0.0156|0.0112|0.0112|0.0069|0.0069|0.0046|0.0046|0.0034|0.0034
0.464|1.0552|1.0552|0.9889|0.9889|0.9226|0.9226|0.9226|0.9226|0.7640|0.7640|0.6055|0.6055|0.3798|0.3798|0.1541|0.1541|0.2143|0.2143|0.2518|0.2518|0.2919|0.2919|0.2913|0.2913|0.0981|0.0981|0.0633|0.0633|0.0891|0.0891|0.0557|0.0557|0.1005|0.1005|0.1520|0.1520|0.1223|0.1223|0.1014|0.1014|0.0569|0.0569|0.0662|0.0662|0.0430|0.0430|0.0359|0.0359|0.0221|0.0221|0.0145|0.0145|0.0100|0.0100|0.0055|0.0055|0.0017|0.0017|0.0005|0.0005
0.488|0.4843|0.4843|0.3804|0.3804|0.2765|0.2765|0.2765|0.2765|0.2552|0.2552|0.2339|0.2339|0.2450|0.2450|0.2561|0.2561|0.2668|0.2668|0.2130|0.2130|0.1044|0.1044|0.1566|0.1566|0.0907|0.0907|0.0447|0.0447|0.0524|0.0524|0.0605|0.0605|0.0510|0.0510|0.1352|0.1352|0.1281|0.1281|0.0811|0.0811|0.0852|0.0852|0.0620|0.0620|0.0452|0.0452|0.0348|0.0348|0.0222|0.0222|0.0104|0.0104|0.0077|0.0077|0.0043|0.0043|0.0024|0.0024|0.0016|0.0016
0.511|0.0338|0.0338|0.2376|0.2376|0.4413|0.4413|0.4413|0.4413|0.3603|0.3603|0.2792|0.2792|0.2076|0.2076|0.1359|0.1359|0.1055|0.1055|0.1054|0.1054|0.1329|0.1329|0.1150|0.1150|0.0518|0.0518|0.0692|0.0692|0.0570|0.0570|0.0722|0.0722|0.0804|0.0804|0.1242|0.1242|0.1535|0.1535|0.0824|0.0824|0.0632|0.0632|0.0765|0.0765|0.0404|0.0404|0.0336|0.0336|0.0232|0.0232|0.0149|0.0149|0.0112|0.0112|0.0104|0.0104|0.0089|0.0089|0.0019|0.0019
0.534|0.4630|0.4630|0.3808|0.3808|0.2986|0.2986|0.2986|0.2986|0.4273|0.4273|0.5561|0.5561|0.3766|0.3766|0.1972|0.1972|0.1343|0.1343|0.1150|0.1150|0.1502|0.1502|0.1443|0.1443|0.0860|0.0860|0.0475|0.0475|0.0502|0.0502|0.0507|0.0507|0.0710|0.0710|0.0894|0.0894|0.1227|0.1227|0.0840|0.0840|0.0632|0.0632|0.0530|0.0530|0.0300|0.0300|0.0274|0.0274|0.0166|0.0166|0.0101|0.0101|0.0065|0.0065|0.0034|0.0034|0.0026|0.0026|0.0015|0.0015
0.557|0.1241|0.1241|0.2389|0.2389|0.3537|0.3537|0.3537|0.3537|0.2572|0.2572|0.1607|0.1607|0.1177|0.1177|0.0746|0.0746|0.1312|0.1312|0.1478|0.1478|0.1156|0.1156|0.1592|0.1592|0.1189|0.1189|0.0547|0.0547|0.0423|0.0423|0.0603|0.0603|0.0610|0.0610|0.1263|0.1263|0.1410|0.1410|0.0882|0.0882|0.0775|0.0775|0.0571|0.0571|0.0375|0.0375|0.0281|0.0281|0.0166|0.0166|0.0089|0.0089|0.0063|0.0063|0.0045|0.0045|0.0036|0.0036|0.0029|0.0029
0.580|0.3281|0.3281|0.4496|0.4496|0.5711|0.5711|0.5711|0.5711|0.4433|0.4433|0.3155|0.3155|0.1612|0.1612|0.0069|0.0069|0.1297|0.1297|0.2306|0.2306|0.1314|0.1314|0.2720|0.2720|0.1516|0.1516|0.0439|0.0439|0.0835|0.0835|0.0566|0.0566|0.0788|0.0788|0.1808|0.1808|0.1477|0.1477|0.0890|0.0890|0.0716|0.0716|0.0593|0.0593|0.0362|0.0362|0.0281|0.0281|0.0163|0.0163|0.0105|0.0105|0.0080|0.0080|0.0055|0.0055|0.0039|0.0039|0.0033|0.0033
0.604|5.8246|5.8246|6.0976|6.0976|6.3706|6.3706|6.3706|6.3706|8.7942|8.7942|11.2178|11.2178|14.4624|14.4624|17.7070|17.7070|18.7646|18.7646|18.4117|18.4117|11.1439|11.1439|9.4500|9.4500|7.7864|7.7864|4.0052|4.0052|5.0760|5.0760|4.7517|4.7517|3.5167|3.5167|4.7841|4.7841|3.9249|3.9249|2.6512|2.6512|2.1245|2.1245|1.8963|1.8963|0.9441|0.9441|1.3514|1.3514|0.8853|0.8853|0.4665|0.4665|0.4686|0.4686|0.3302|0.3302|0.1865|0.1865|0.0615|0.0615
0.627|5.1715|5.1715|4.8125|4.8125|4.4535|4.4535|4.4535|4.4535|8.1640|8.1640|11.8745|11.8745|24.1445|24.1445|36.4144|36.4144|24.2576|24.2576|13.3379|13.3379|8.2718|8.2718|6.7537|6.7537|6.7848|6.7848|3.8095|3.8095|4.3433|4.3433|2.3146|2.3146|5.0682|5.0682|4.4629|4.4629|4.0157|4.0157|2.9752|2.9752|1.9363|1.9363|2.0066|2.0066|1.5873|1.5873|1.1560|1.1560|1.0797|1.0797|0.8360|0.8360|0.7354|0.7354|0.4611|0.4611|0.2304|0.2304|0.0649|0.0649
0.650|1.6787|1.6787|3.0833|3.0833|4.4879|4.4879|4.4879|4.4879|3.6024|3.6024|2.7170|2.7170|8.4509|8.4509|14.1848|14.1848|9.0257|9.0257|3.9539|3.9539|2.9395|2.9395|2.5193|2.5193|1.6648|1.6648|0.6948|0.6948|0.6314|0.6314|1.2558|1.2558|1.4489|1.4489|1.2632|1.2632|1.2811|1.2811|1.2836|1.2836|1.3087|1.3087|0.8912|0.8912|0.7658|0.7658|0.5313|0.5313|0.5209|0.5209|0.3798|0.3798|0.3690|0.3690|0.2511|0.2511|0.1046|0.1046|0.0076|0.0076
0.673|0.0862|0.0862|1.1150|1.1150|2.1438|2.1438|2.1438|2.1438|1.8288|1.8288|1.5138|1.5138|4.2495|4.2495|6.9852|6.9852|4.2334|4.2334|2.6195|2.6195|2.2650|2.2650|1.5659|1.5659|0.7630|0.7630|0.3952|0.3952|0.6833|0.6833|0.4818|0.4818|0.3270|0.3270|0.4168|0.4168|0.4150|0.4150|0.3715|0.3715|0.2984|0.2984|0.3197|0.3197|0.2296|0.2296|0.1634|0.1634|0.1868|0.1868|0.2091|0.2091|0.1302|0.1302|0.0943|0.0943|0.0258|0.0258|0.0087|0.0087
0.697|2.1039|2.1039|1.7038|1.7038|1.3038|1.3038|1.3038|1.3038|0.9476|0.9476|0.5914|0.5914|0.4589|0.4589|0.3263|0.3263|0.5277|0.5277|0.7751|0.7751|0.5470|0.5470|0.4969|0.4969|0.3569|0.3569|0.3324|0.3324|0.3938|0.3938|0.2426|0.2426|0.1567|0.1567|0.2914|0.2914|0.2545|0.2545|0.1340|0.1340|0.1240|0.1240|0.1060|0.1060|0.0961|0.0961|0.0661|0.0661|0.0516|0.0516|0.0448|0.0448|0.0426|0.0426|0.0242|0.0242|0.0059|0.0059|0.0004|0.0004
0.720|1.4698|1.4698|1.2596|1.2596|1.0494|1.0494|1.0494|1.0494|0.5801|0.5801|0.1108|0.1108|0.3410|0.3410|0.5711|0.5711|0.5971|0.5971|0.4545|0.4545|0.3046|0.3046|0.3451|0.3451|0.2352|0.2352|0.2019|0.2019|0.1678|0.1678|0.1289|0.1289|0.1042|0.1042|0.1363|0.1363|0.1146|0.1146|0.0866|0.0866|0.0820|0.0820|0.0621|0.0621|0.0538|0.0538|0.0448|0.0448|0.0312|0.0312|0.0181|0.0181|0.0144|0.0144|0.0086|0.0086|0.0051|0.0051|0.0039|0.0039
0.743|0.4821|0.4821|0.3960|0.3960|0.3099|0.3099|0.3099|0.3099|0.3864|0.3864|0.4629|0.4629|0.2779|0.2779|0.0929|0.0929|0.2038|0.2038|0.2396|0.2396|0.2064|0.2064|0.3065|0.3065|0.1959|0.1959|0.1064|0.1064|0.1198|0.1198|0.0826|0.0826|0.1104|0.1104|0.1073|0.1073|0.1238|0.1238|0.0924|0.0924|0.0723|0.0723|0.0482|0.0482|0.0514|0.0514|0.0309|0.0309|0.0245|0.0245|0.0151|0.0151|0.0094|0.0094|0.0052|0.0052|0.0029|0.0029|0.0022|0.0022
0.766|1.2987|1.2987|0.7721|0.7721|0.2455|0.2455|0.2455|0.2455|0.2321|0.2321|0.2187|0.2187|0.2858|0.2858|0.3529|0.3529|0.3106|0.3106|0.1867|0.1867|0.1105|0.1105|0.1832|0.1832|0.1437|0.1437|0.0835|0.0835|0.0744|0.0744|0.0394|0.0394|0.0843|0.0843|0.0765|0.0765|0.1070|0.1070|0.0672|0.0672|0.0624|0.0624|0.0471|0.0471|0.0468|0.0468|0.0261|0.0261|0.0219|0.0219|0.0135|0.0135|0.0104|0.0104|0.0077|0.0077|0.0047|0.0047|0.0006|0.0006
0.789|0.5338|0.5338|0.5041|0.5041|0.4743|0.4743|0.4743|0.4743|0.4518|0.4518|0.4294|0.4294|0.3088|0.3088|0.1882|0.1882|0.1839|0.1839|0.1544|0.1544|0.1594|0.1594|0.1375|0.1375|0.0531|0.0531|0.0567|0.0567|0.0777|0.0777|0.0620|0.0620|0.0427|0.0427|0.0825|0.0825|0.1242|0.1242|0.0937|0.0937|0.0509|0.0509|0.0492|0.0492|0.0293|0.0293|0.0320|0.0320|0.0187|0.0187|0.0106|0.0106|0.0068|0.0068|0.0054|0.0054|0.0033|0.0033|0.0018|0.0018
0.813|1.0452|1.0452|0.5888|0.5888|0.1323|0.1323|0.1323|0.1323|0.1585|0.1585|0.1846|0.1846|0.1542|0.1542|0.1238|0.1238|0.1491|0.1491|0.1666|0.1666|0.1654|0.1654|0.1430|0.1430|0.0708|0.0708|0.0379|0.0379|0.0453|0.0453|0.0360|0.0360|0.0572|0.0572|0.0793|0.0793|0.1127|0.1127|0.0896|0.0896|0.0472|0.0472|0.0476|0.0476|0.0390|0.0390|0.0206|0.0206|0.0184|0.0184|0.0072|0.0072|0.0055|0.0055|0.0039|0.0039|0.0020|0.0020|0.0010|0.0010
